Pick,Total Pick,Player,Position,Team,Projected Points,Projected Avg Points,Points,Avg Points,Games Played,Draft Grade,Letter Grade,League Name,Year
3 - 3,19,Deebo Samuel,WR,Abyss Diamond Eyes,261.46,16.34,168.4,12.95,13,71.52,C-,EBC League,2022
11 - 4,84,Adam Thielen,WR,Pitman MaleManipulator,192.17,12.81,180.0,10.59,17,71.08,C-,EBC League,2022
10 - 7,79,David Montgomery,RB,Seigaku FC,219.92,14.66,177.7,11.11,16,70.92,C-,EBC League,2022
13 - 1,97,Justin Tucker,K,Wut happened uh 🤷🏽‍♂️,144.4,8.49,158.0,9.29,17,70.9,C-,EBC League,2022
13 - 3,99,Cowboys D/ST,D/ST,Abyss Diamond Eyes,106.49,6.26,153.0,9.0,17,70.41,C-,EBC League,2022
14 - 4,108,Devin Singletary,RB,Pleasant Valley Panthers,188.72,12.58,177.9,11.12,16,69.88,D+,EBC League,2022
10 - 8,80,Gabe Davis,WR,Wut happened uh 🤷🏽‍♂️,207.23,12.95,171.6,11.44,15,69.87,D+,EBC League,2022
14 - 7,111,49ers D/ST,D/ST,Seigaku FC,112.33,6.61,156.0,9.18,17,69.48,D+,EBC League,2022
6 - 4,44,Marquise Brown,WR,Pleasant Valley Panthers,211.78,13.24,156.0,13.0,12,69.36,D+,EBC League,2022
14 - 6,110,Daniel Carlson,K,Abyss Diamond Eyes,139.12,8.18,159.0,9.35,17,69.28,D+,EBC League,2022
12 - 3,91,AJ Dillon,RB,The Hungry Dogs,168.75,11.25,167.6,9.86,17,69.18,D+,EBC League,2022
13 - 7,103,Antonio Gibson,RB,Riley  Read option,181.26,12.08,165.9,11.06,15,69.16,D+,EBC League,2022
16 - 1,121,Dameon Pierce,RB,Champagne  Papi ,183.65,12.24,166.4,12.8,13,69.02,D+,EBC League,2022
6 - 8,48,Dallas Goedert,TE,Wut happened uh 🤷🏽‍♂️,150.33,10.02,141.2,11.77,12,68.67,D+,EBC League,2022
15 - 5,117,Allen Lazard,WR,Pleasant Valley Panthers,172.56,12.33,174.8,11.65,15,68.62,D+,EBC League,2022
1 - 1,1,Jonathan Taylor,RB,Wut happened uh 🤷🏽‍♂️,316.99,21.13,146.4,13.31,11,68.53,D+,EBC League,2022
14 - 8,112,Drake London,WR,Wut happened uh 🤷🏽‍♂️,192.77,12.85,178.6,10.51,17,68.33,D+,EBC League,2022
12 - 4,92,Pat Freiermuth,TE,Pleasant Valley Panthers,144.17,9.01,148.2,9.26,16,68.25,D+,EBC League,2022
7 - 5,53,Bills D/ST,D/ST,Pleasant Valley Panthers,143.85,8.46,138.0,8.62,16,67.93,D+,EBC League,2022
9 - 6,70,Breece Hall,RB,The Hungry Dogs,210.66,14.04,115.1,16.44,7,67.41,D+,EBC League,2022
6 - 7,47,Dalton Schultz,TE,Seigaku FC,176.66,11.04,142.7,9.51,15,66.51,D,EBC League,2022
8 - 6,62,Courtland Sutton,WR,Abyss Diamond Eyes,210.42,13.15,159.4,10.63,15,66.28,D,EBC League,2022
12 - 5,93,Zach Ertz,TE,Pitman MaleManipulator,148.18,9.88,115.6,11.56,10,65.74,D,EBC League,2022
16 - 6,126,Cordarrelle Patterson,RB,Abyss Diamond Eyes,167.88,11.99,154.7,11.9,13,65.17,D,EBC League,2022
8 - 4,60,Brandin Cooks,WR,Pleasant Valley Panthers,215.1,13.44,145.6,11.2,13,64.83,D,EBC League,2022
10 - 1,73,Dawson Knox,TE,Champagne  Papi ,146.56,9.77,135.7,9.05,15,64.77,D,EBC League,2022
15 - 6,118,Cole Kmet,TE,The Hungry Dogs,145.78,9.11,147.3,8.66,17,63.36,D,EBC League,2022
15 - 4,116,Nick Folk,K,Pitman MaleManipulator,141.25,8.31,141.0,8.29,17,63.28,D,EBC League,2022
13 - 5,101,Matt Gay,K,Pleasant Valley Panthers,147.81,8.69,131.0,7.71,17,62.63,D-,EBC League,2022
16 - 3,123,Tyler Bass,K,The Hungry Dogs,131.58,7.74,139.0,8.69,16,62.58,D-,EBC League,2022
10 - 6,78,Cam Akers,RB,Abyss Diamond Eyes,146.71,9.78,141.3,9.42,15,62.52,D-,EBC League,2022
13 - 2,98,Evan McPherson,K,Seigaku FC,148.47,8.73,126.0,7.88,16,62.0,D-,EBC League,2022
14 - 2,106,Brandon McManus,K,Riley  Read option,139.43,8.2,127.0,7.47,17,60.19,D-,EBC League,2022
16 - 8,128,Ravens D/ST,D/ST,Wut happened uh 🤷🏽‍♂️,119.59,7.03,129.0,7.59,17,59.29,F-,EBC League,2022
8 - 2,58,Michael Thomas,WR,Riley  Read option,206.58,15.89,51.1,17.03,3,58.51,F-,EBC League,2022
14 - 3,107,Matthew Stafford,QB,The Hungry Dogs,285.7,17.86,108.38,12.04,9,57.7,F-,EBC League,2022
11 - 5,85,Kareem Hunt,RB,Pleasant Valley Panthers,182.53,12.17,126.8,7.46,17,57.47,F-,EBC League,2022
8 - 5,61,Saints D/ST,D/ST,Pitman MaleManipulator,127.9,7.52,105.0,6.18,17,56.24,F-,EBC League,2022
11 - 7,87,Robert Tonyan,TE,Riley  Read option,122.08,8.14,112.0,6.59,17,55.88,F-,EBC League,2022
11 - 8,88,Packers D/ST,D/ST,Champagne  Papi ,135.55,7.97,105.0,6.18,17,55.7,F-,EBC League,2022
10 - 5,77,Clyde Edwards-Helaire,RB,Pitman MaleManipulator,190.6,12.71,98.3,9.83,10,54.77,F-,EBC League,2022
12 - 7,95,Hunter Henry,TE,Seigaku FC,146.38,9.15,103.9,6.11,17,53.25,F-,EBC League,2022
5 - 3,35,Darren Waller,TE,Abyss Diamond Eyes,187.71,11.73,84.8,9.42,9,52.62,F-,EBC League,2022
14 - 1,105,Harrison Butker,K,Champagne  Papi ,145.15,8.54,97.0,7.46,13,52.47,F-,EBC League,2022
8 - 8,64,Darnell Mooney,WR,Wut happened uh 🤷🏽‍♂️,212.18,13.26,101.5,8.46,12,52.03,F-,EBC League,2022
13 - 6,102,Buccaneers D/ST,D/ST,The Hungry Dogs,124.63,7.33,97.0,5.71,17,51.81,F-,EBC League,2022
12 - 6,94,Mike Gesicki,TE,Abyss Diamond Eyes,135.9,8.49,98.2,5.78,17,51.33,F-,EBC League,2022
4 - 3,27,Kyle Pitts,TE,The Hungry Dogs,197.64,12.35,75.6,7.56,10,50.97,F-,EBC League,2022
9 - 1,65,J.K. Dobbins,RB,Wut happened uh 🤷🏽‍♂️,214.3,15.31,81.2,10.15,8,50.81,F-,EBC League,2022
15 - 8,120,Steelers D/ST,D/ST,Champagne  Papi ,108.82,6.4,97.0,5.71,17,48.78,F-,EBC League,2022
16 - 2,122,DJ Chark,WR,Riley  Read option,146.04,9.74,98.2,8.93,11,48.52,F-,EBC League,2022
7 - 7,55,Hunter Renfrow,WR,Riley  Read option,199.03,12.44,79.0,7.9,10,47.68,F-,EBC League,2022
9 - 8,72,Allen Robinson II,WR,Champagne  Papi ,201.07,12.57,84.9,8.49,10,47.44,F-,EBC League,2022
15 - 2,114,Damien Harris,RB,Seigaku FC,174.55,11.64,90.9,8.26,11,46.77,F-,EBC League,2022
11 - 6,86,Elijah Moore,WR,The Hungry Dogs,198.34,12.4,88.1,5.51,16,44.68,F-,EBC League,2022
13 - 8,104,Jameis Winston,QB,Champagne  Papi ,245.79,16.39,43.92,10.98,4,43.89,F-,EBC League,2022
6 - 3,43,Javonte Williams,RB,The Hungry Dogs,238.99,15.93,42.0,10.5,4,43.53,F-,EBC League,2022
12 - 1,89,Elijah Mitchell,RB,Champagne  Papi ,197.42,13.16,43.6,8.72,5,40.63,F-,EBC League,2022
15 - 7,119,Van Jefferson,WR,Riley  Read option,136.48,9.1,78.9,7.17,11,39.94,F-,EBC League,2022
10 - 3,75,Rashod Bateman,WR,The Hungry Dogs,197.96,12.37,53.5,7.64,7,38.74,F-,EBC League,2022
16 - 5,125,Chase Edmonds,RB,Pitman MaleManipulator,174.07,11.6,74.2,5.71,13,34.29,F-,EBC League,2022
9 - 5,69,Trey Lance,QB,Pleasant Valley Panthers,284.03,17.75,12.46,6.23,2,10.0,F-,EBC League,2022
1 - 6,6,Christian McCaffrey,RB,Inter Miami CF,0.0,0.0,391.3,24.46,16,100.0,A+,EBC League,2023
3 - 3,19,CeeDee Lamb,WR,Bryson Stott Fan Club,0.0,0.0,403.2,23.72,17,100.0,A+,EBC League,2023
4 - 2,26,Josh Allen,QB,Riley  Read option,0.0,0.0,392.64,23.1,17,100.0,A+,EBC League,2023
1 - 7,7,Tyreek Hill,WR,Riley  Read option,0.0,0.0,376.4,23.52,16,100.0,A+,EBC League,2023
3 - 8,24,Jalen Hurts,QB,The Hungry Dogs,0.0,0.0,356.82,20.99,17,93.84,A,EBC League,2023
3 - 5,21,Amon-Ra St. Brown,WR,THE POOL,242.06,16.14,330.9,20.68,16,93.68,A,EBC League,2023
5 - 2,34,Lamar Jackson,QB,Abyss Diamond Eyes,0.0,0.0,331.22,20.7,16,92.51,A-,EBC League,2023
12 - 8,96,Dak Prescott,QB,Pleasant Valley Panthers,0.0,0.0,342.84,20.17,17,91.95,A-,EBC League,2023
7 - 5,53,Breece Hall,RB,THE POOL,0.0,0.0,290.5,17.09,17,90.84,A-,EBC League,2023
6 - 4,44,Keenan Allen,WR,THE POOL,0.0,0.0,278.86,21.45,13,90.41,A-,EBC League,2023
4 - 4,28,Travis Etienne Jr.,RB,THE POOL,0.0,0.0,282.4,16.61,17,89.34,B+,EBC League,2023
4 - 5,29,DJ Moore,WR,Wut happened uh 🤷🏽‍♂️,0.0,0.0,286.5,16.85,17,87.88,B+,EBC League,2023
7 - 1,49,Rachaad White,RB,Pleasant Valley Panthers,0.0,0.0,267.9,15.76,17,87.34,B+,EBC League,2023
2 - 1,9,Stefon Diggs,WR,The Hungry Dogs,0.0,0.0,273.8,16.11,17,87.21,B+,EBC League,2023
3 - 6,22,A.J. Brown,WR,Inter Miami CF,0.0,0.0,289.6,17.04,17,86.76,B,EBC League,2023
2 - 2,10,Davante Adams,WR,Riley  Read option,0.0,0.0,265.4,15.61,17,85.82,B,EBC League,2023
8 - 7,63,Mike Evans,WR,Abyss Diamond Eyes,0.0,0.0,282.5,16.62,17,85.6,B,EBC League,2023
3 - 4,20,Joe Mixon,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,267.0,15.71,17,85.46,B,EBC League,2023
1 - 1,1,Patrick Mahomes,QB,Pleasant Valley Panthers,0.0,0.0,280.22,17.51,16,85.08,B,EBC League,2023
2 - 3,11,Bijan Robinson,RB,Inter Miami CF,0.0,0.0,246.3,14.49,17,84.55,B,EBC League,2023
14 - 5,109,Michael Pittman Jr.,WR,Wut happened uh 🤷🏽‍♂️,0.0,0.0,250.2,15.64,16,84.55,B,EBC League,2023
2 - 6,14,Derrick Henry,RB,Bryson Stott Fan Club,0.0,0.0,246.66,14.51,17,84.41,B,EBC League,2023
1 - 3,3,Ja'Marr Chase,WR,Bryson Stott Fan Club,0.0,0.0,262.72,16.42,16,84.28,B,EBC League,2023
8 - 6,62,Alvin Kamara,RB,Bryson Stott Fan Club,0.0,0.0,233.0,17.92,13,83.29,B,EBC League,2023
2 - 5,13,Saquon Barkley,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,223.2,15.94,14,82.94,B-,EBC League,2023
3 - 7,23,Jahmyr Gibbs,RB,Riley  Read option,0.0,0.0,242.1,16.14,15,82.64,B-,EBC League,2023
6 - 5,45,Trevor Lawrence,QB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,262.54,16.41,16,82.0,B-,EBC League,2023
11 - 6,86,Tua Tagovailoa,QB,Inter Miami CF,0.0,0.0,270.36,15.9,17,81.6,B-,EBC League,2023
6 - 7,47,Deebo Samuel,WR,Abyss Diamond Eyes,0.0,0.0,243.7,16.25,15,81.57,B-,EBC League,2023
1 - 5,5,Travis Kelce,TE,THE POOL,0.0,0.0,219.4,14.63,15,81.52,B-,EBC League,2023
6 - 3,43,T.J. Hockenson,TE,Inter Miami CF,0.0,0.0,219.0,14.6,15,81.13,B-,EBC League,2023
9 - 4,68,James Cook,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,232.7,13.69,17,80.92,B-,EBC League,2023
1 - 2,2,Justin Jefferson,WR,Abyss Diamond Eyes,0.0,0.0,202.2,20.22,10,80.9,B-,EBC League,2023
11 - 5,85,Evan Engram,TE,THE POOL,0.0,0.0,230.3,13.55,17,80.56,B-,EBC League,2023
9 - 2,66,Isiah Pacheco,RB,Abyss Diamond Eyes,0.0,0.0,213.9,15.28,14,80.46,B-,EBC League,2023
5 - 6,38,Justin Herbert,QB,Inter Miami CF,0.0,0.0,234.16,18.01,13,80.39,B-,EBC League,2023
12 - 2,90,Brandon Aiyuk,WR,Riley  Read option,0.0,0.0,249.2,15.58,16,80.31,B-,EBC League,2023
16 - 8,128,Jordan Addison,WR,Pleasant Valley Panthers,0.0,0.0,221.3,13.02,17,80.27,B-,EBC League,2023
2 - 8,16,Tony Pollard,RB,Pleasant Valley Panthers,0.0,0.0,222.6,13.09,17,80.12,B-,EBC League,2023
7 - 3,51,Amari Cooper,WR,Bryson Stott Fan Club,0.0,0.0,227.0,15.13,15,79.99,C+,EBC League,2023
5 - 5,37,Justin Fields,QB,THE POOL,0.0,0.0,230.18,17.71,13,79.75,C+,EBC League,2023
13 - 5,101,Geno Smith,QB,THE POOL,0.0,0.0,227.26,15.15,15,79.71,C+,EBC League,2023
5 - 1,33,Chris Olave,WR,Pleasant Valley Panthers,220.98,14.73,231.3,14.46,16,78.91,C+,EBC League,2023
4 - 8,32,DK Metcalf,WR,Pleasant Valley Panthers,0.0,0.0,225.4,14.09,16,78.41,C+,EBC League,2023
6 - 1,41,DeVonta Smith,WR,The Hungry Dogs,0.0,0.0,227.6,14.23,16,78.24,C+,EBC League,2023
7 - 2,50,George Kittle,TE,Abyss Diamond Eyes,0.0,0.0,203.2,12.7,16,78.19,C+,EBC League,2023
6 - 2,42,Calvin Ridley,WR,Riley  Read option,0.0,0.0,229.9,13.52,17,77.81,C+,EBC League,2023
8 - 1,57,James Conner,RB,The Hungry Dogs,0.0,0.0,201.5,15.5,13,77.29,C+,EBC League,2023
10 - 4,76,George Pickens,WR,THE POOL,0.0,0.0,208.8,12.28,17,76.94,C,EBC League,2023
13 - 6,102,Brian Robinson Jr.,RB,Inter Miami CF,0.0,0.0,198.1,13.21,15,76.82,C,EBC League,2023
11 - 8,88,David Montgomery,RB,The Hungry Dogs,0.0,0.0,207.2,14.8,14,76.59,C,EBC League,2023
7 - 8,56,Kenneth Walker III,RB,The Hungry Dogs,0.0,0.0,199.4,13.29,15,75.95,C,EBC League,2023
8 - 4,60,DeAndre Hopkins,WR,THE POOL,0.0,0.0,223.6,13.15,17,75.8,C,EBC League,2023
4 - 3,27,Jaylen Waddle,WR,Inter Miami CF,0.0,0.0,198.6,14.19,14,75.58,C,EBC League,2023
2 - 7,15,Josh Jacobs,RB,Abyss Diamond Eyes,0.0,0.0,181.1,13.93,13,75.53,C,EBC League,2023
7 - 7,55,D'Andre Swift,RB,Riley  Read option,0.0,0.0,199.3,12.46,16,75.16,C,EBC League,2023
10 - 7,79,Cowboys D/ST,D/ST,Abyss Diamond Eyes,0.0,0.0,172.0,10.12,17,75.16,C,EBC League,2023
9 - 1,65,Chris Godwin,WR,Pleasant Valley Panthers,0.0,0.0,209.2,12.31,17,74.9,C,EBC League,2023
3 - 2,18,Garrett Wilson,WR,Abyss Diamond Eyes,250.1,16.67,213.2,12.54,17,74.82,C,EBC League,2023
12 - 6,94,David Njoku,TE,Bryson Stott Fan Club,0.0,0.0,201.2,12.57,16,74.53,C,EBC League,2023
9 - 7,71,Terry McLaurin,WR,Riley  Read option,0.0,0.0,209.2,12.31,17,74.44,C,EBC League,2023
1 - 4,4,Austin Ekeler,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,185.4,13.24,14,74.06,C,EBC League,2023
3 - 1,17,Najee Harris,RB,Pleasant Valley Panthers,0.0,0.0,195.5,11.5,17,73.49,C,EBC League,2023
10 - 8,80,Javonte Williams,RB,Pleasant Valley Panthers,0.0,0.0,179.2,11.2,16,72.86,C-,EBC League,2023
12 - 4,92,Zay Flowers,WR,THE POOL,0.0,0.0,206.4,12.9,16,72.02,C-,EBC League,2023
8 - 5,61,Tyler Lockett,WR,Wut happened uh 🤷🏽‍♂️,0.0,0.0,202.4,11.91,17,71.8,C-,EBC League,2023
15 - 1,113,Cole Kmet,TE,Pleasant Valley Panthers,0.0,0.0,181.1,10.65,17,71.61,C-,EBC League,2023
16 - 4,124,Ezekiel Elliott,RB,THE POOL,127.95,9.14,174.5,10.26,17,71.43,C-,EBC League,2023
11 - 4,84,Jonathan Taylor,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,156.4,15.64,10,71.09,C-,EBC League,2023
15 - 3,115,Courtland Sutton,WR,Bryson Stott Fan Club,0.0,0.0,190.2,11.89,16,70.97,C-,EBC League,2023
10 - 1,73,Drake London,WR,The Hungry Dogs,0.0,0.0,174.38,10.9,16,70.77,C-,EBC League,2023
9 - 5,69,Bills D/ST,D/ST,THE POOL,0.0,0.0,158.0,9.29,17,70.11,C-,EBC League,2023
1 - 8,8,Cooper Kupp,WR,The Hungry Dogs,0.0,0.0,164.4,13.7,12,69.74,D+,EBC League,2023
15 - 5,117,Jets D/ST,D/ST,THE POOL,0.0,0.0,159.0,9.35,17,68.89,D+,EBC League,2023
15 - 2,114,Jake Elliott,K,Abyss Diamond Eyes,142.38,8.38,155.0,9.12,17,68.13,D+,EBC League,2023
14 - 8,112,Brandin Cooks,WR,Pleasant Valley Panthers,0.0,0.0,173.2,10.82,16,67.91,D+,EBC League,2023
4 - 1,25,Rhamondre Stevenson,RB,The Hungry Dogs,0.0,0.0,145.7,12.14,12,67.83,D+,EBC League,2023
5 - 8,40,Mark Andrews,TE,The Hungry Dogs,0.0,0.0,135.4,13.54,10,67.55,D+,EBC League,2023
15 - 7,119,Harrison Butker,K,Riley  Read option,142.22,8.37,153.0,9.0,17,67.17,D+,EBC League,2023
5 - 3,35,Joe Burrow,QB,Bryson Stott Fan Club,0.0,0.0,147.16,14.72,10,66.95,D,EBC League,2023
12 - 3,91,Justin Tucker,K,Inter Miami CF,146.18,8.6,155.0,9.12,17,66.77,D,EBC League,2023
4 - 6,30,Aaron Jones,RB,Bryson Stott Fan Club,0.0,0.0,134.9,12.26,11,65.88,D,EBC League,2023
15 - 6,118,Dalton Schultz,TE,Inter Miami CF,0.0,0.0,150.5,10.03,15,65.24,D,EBC League,2023
9 - 3,67,Diontae Johnson,WR,Bryson Stott Fan Club,0.0,0.0,152.7,10.91,14,65.19,D,EBC League,2023
11 - 2,82,Christian Kirk,WR,Abyss Diamond Eyes,0.0,0.0,150.26,12.52,12,64.79,D,EBC League,2023
14 - 2,106,Gabe Davis,WR,Riley  Read option,0.0,0.0,161.4,9.49,17,64.71,D,EBC League,2023
13 - 1,97,Evan McPherson,K,Pleasant Valley Panthers,0.0,0.0,135.0,7.94,17,64.32,D,EBC League,2023
10 - 6,78,Saints D/ST,D/ST,Bryson Stott Fan Club,0.0,0.0,129.0,7.59,17,64.08,D,EBC League,2023
10 - 2,74,Steelers D/ST,D/ST,Riley  Read option,0.0,0.0,127.0,7.47,17,63.86,D,EBC League,2023
6 - 6,46,Dallas Goedert,TE,Bryson Stott Fan Club,0.0,0.0,136.3,9.74,14,63.56,D,EBC League,2023
8 - 8,64,49ers D/ST,D/ST,Pleasant Valley Panthers,0.0,0.0,136.0,8.0,17,63.42,D,EBC League,2023
5 - 4,36,Tee Higgins,WR,Wut happened uh 🤷🏽‍♂️,0.0,0.0,137.6,11.47,12,63.09,D,EBC League,2023
14 - 4,108,Younghoe Koo,K,THE POOL,134.42,7.91,133.0,7.82,17,63.04,D,EBC League,2023
10 - 3,75,Jerry Jeudy,WR,Inter Miami CF,0.0,0.0,141.8,8.86,16,62.83,D-,EBC League,2023
6 - 8,48,Kyle Pitts,TE,Pleasant Valley Panthers,0.0,0.0,137.3,8.08,17,62.11,D-,EBC League,2023
14 - 1,105,Tyler Bass,K,The Hungry Dogs,138.81,8.17,128.0,7.53,17,61.86,D-,EBC League,2023
7 - 4,52,Alexander Mattison,RB,Wut happened uh 🤷🏽‍♂️,0.0,0.0,133.2,8.32,16,60.78,D-,EBC League,2023
12 - 7,95,Anthony Richardson,QB,Abyss Diamond Eyes,0.0,0.0,72.68,18.17,4,59.73,F-,EBC League,2023
5 - 7,39,Darren Waller,TE,Riley  Read option,0.0,0.0,113.2,9.43,12,59.04,F-,EBC League,2023
12 - 5,93,Jaxon Smith-Njigba,WR,Wut happened uh 🤷🏽‍♂️,0.0,0.0,149.8,8.81,17,58.97,F-,EBC League,2023
13 - 3,99,Daniel Carlson,K,Bryson Stott Fan Club,140.55,8.27,117.0,6.88,17,58.85,F-,EBC League,2023
11 - 1,81,Marquise Brown,WR,Pleasant Valley Panthers,0.0,0.0,134.7,9.62,14,58.63,F-,EBC League,2023
13 - 2,98,Khalil Herbert,RB,Abyss Diamond Eyes,0.0,0.0,112.5,9.38,12,57.88,F-,EBC League,2023
16 - 6,126,AJ Dillon,RB,Bryson Stott Fan Club,0.0,0.0,117.6,7.84,15,57.14,F-,EBC League,2023
11 - 3,83,Deshaun Watson,QB,Bryson Stott Fan Club,0.0,0.0,86.8,14.47,6,56.95,F-,EBC League,2023
16 - 2,122,Gerald Everett,TE,Riley  Read option,0.0,0.0,111.1,7.41,15,56.78,F-,EBC League,2023
8 - 2,58,Mike Williams,WR,Riley  Read option,0.0,0.0,50.2,16.73,3,56.13,F-,EBC League,2023
16 - 1,121,Chigoziem Okonkwo,TE,The Hungry Dogs,0.0,0.0,113.4,6.67,17,56.05,F-,EBC League,2023
13 - 4,100,Jahan Dotson,WR,Wut happened uh 🤷🏽‍♂️,174.44,11.63,124.8,7.34,17,55.51,F-,EBC League,2023
8 - 3,59,Christian Watson,WR,Inter Miami CF,0.0,0.0,101.3,10.13,10,54.07,F-,EBC League,2023
14 - 7,111,Tyler Higbee,TE,Abyss Diamond Eyes,0.0,0.0,108.5,7.23,15,53.87,F-,EBC League,2023
14 - 3,107,Broncos D/ST,D/ST,Inter Miami CF,0.0,0.0,98.0,5.76,17,52.06,F-,EBC League,2023
14 - 6,110,Odell Beckham Jr.,WR,Bryson Stott Fan Club,151.74,11.67,107.5,7.68,14,51.78,F-,EBC League,2023
13 - 7,103,Michael Thomas,WR,Riley  Read option,163.67,12.59,89.8,8.98,10,51.02,F-,EBC League,2023
4 - 7,31,Dameon Pierce,RB,Abyss Diamond Eyes,0.0,0.0,82.7,5.91,14,48.72,F-,EBC League,2023
15 - 4,116,Bengals D/ST,D/ST,Wut happened uh 🤷🏽‍♂️,0.0,0.0,91.0,5.35,17,48.13,F-,EBC League,2023
7 - 6,54,Miles Sanders,RB,Inter Miami CF,0.0,0.0,87.6,5.48,16,48.11,F-,EBC League,2023
10 - 5,77,Pat Freiermuth,TE,Wut happened uh 🤷🏽‍♂️,148.8,9.92,76.8,6.4,12,47.91,F-,EBC League,2023
2 - 4,12,Nick Chubb,RB,THE POOL,0.0,0.0,23.1,11.55,2,46.0,F-,EBC League,2023
13 - 8,104,Eagles D/ST,D/ST,The Hungry Dogs,0.0,0.0,80.0,4.71,17,45.56,F-,EBC League,2023
15 - 8,120,Daniel Jones,QB,The Hungry Dogs,0.0,0.0,56.96,9.49,6,41.89,F-,EBC League,2023
9 - 8,72,J.K. Dobbins,RB,The Hungry Dogs,183.85,14.14,11.7,11.7,1,40.07,F-,EBC League,2023
9 - 6,70,Cam Akers,RB,Inter Miami CF,196.26,14.02,46.7,6.67,7,36.86,F-,EBC League,2023
16 - 5,125,Graham Gano,K,Wut happened uh 🤷🏽‍♂️,140.24,8.25,44.0,5.5,8,34.07,F-,EBC League,2023
16 - 3,123,Skyy Moore,WR,Inter Miami CF,0.0,0.0,53.7,3.84,14,29.7,F-,EBC League,2023
12 - 1,89,Dalvin Cook,RB,The Hungry Dogs,155.47,11.1,40.2,2.68,15,22.9,F-,EBC League,2023
16 - 7,127,Treylon Burks,WR,Abyss Diamond Eyes,0.0,0.0,39.9,3.63,11,20.57,F-,EBC League,2023
11 - 7,87,Tank Bigsby,RB,Riley  Read option,0.0,0.0,22.8,1.34,17,10.0,F-,EBC League,2023
1 - 6,6,Ja'Marr Chase,WR,The Hungry Dogs,289.45,20.67,403.0,23.71,17,100.0,A+,EBC League,2024
6 - 5,45,Lamar Jackson,QB,Bryson Stott Fan Club,303.83,20.26,430.38,25.32,17,100.0,A+,EBC League,2024
2 - 5,13,Jahmyr Gibbs,RB,Bryson Stott Fan Club,238.5,17.04,362.9,21.35,17,100.0,A+,EBC League,2024
14 - 2,106,Brian Thomas Jr.,WR,Pleasant Valley Panthers,171.63,11.44,284.0,16.71,17,100.0,A+,EBC League,2024
14 - 4,108,Jayden Daniels,QB,Riley  Read option,255.91,17.06,355.82,20.93,17,100.0,A+,EBC League,2024
2 - 2,10,Saquon Barkley,RB,Pleasant Valley Panthers,252.41,18.03,355.3,22.21,16,100.0,A+,EBC League,2024
3 - 3,19,Derrick Henry,RB,Inter Miami CF,225.04,16.07,336.4,19.79,17,99.76,A+,EBC League,2024
7 - 1,49,Joe Burrow,QB,JanSteez,278.72,18.58,372.82,21.93,17,98.19,A+,EBC League,2024
14 - 8,112,Chase Brown,RB,JanSteez,166.97,11.93,255.0,15.94,16,97.73,A+,EBC League,2024
15 - 8,120,Vikings D/ST,D/ST,First down syndrome ,90.25,5.31,152.0,8.94,17,97.61,A+,EBC League,2024
4 - 3,27,Josh Allen,QB,The Hungry Dogs,313.58,20.91,379.04,22.3,17,95.46,A,EBC League,2024
7 - 4,52,Trey McBride,TE,Bryson Stott Fan Club,182.3,12.15,249.8,15.61,16,95.34,A,EBC League,2024
16 - 4,124,Brandon Aubrey,K,Riley  Read option,142.08,8.36,187.0,11.0,17,95.25,A,EBC League,2024
1 - 4,4,Bijan Robinson,RB,Bryson Stott Fan Club,292.77,20.91,341.7,20.1,17,94.77,A,EBC League,2024
3 - 6,22,De'Von Achane,RB,The Hungry Dogs,211.07,15.08,299.9,17.64,17,94.7,A,EBC League,2024
10 - 3,75,Terry McLaurin,WR,The Hungry Dogs,193.47,12.9,267.8,15.75,17,94.46,A,EBC League,2024
6 - 2,42,George Kittle,TE,Pleasant Valley Panthers,175.43,11.7,236.6,15.77,15,93.17,A,EBC League,2024
4 - 1,25,Josh Jacobs,RB,First down syndrome ,216.51,15.46,293.1,17.24,17,93.13,A,EBC League,2024
11 - 5,85,Jaxon Smith-Njigba,WR,Riley  Read option,191.39,12.76,253.0,14.88,17,92.47,A-,EBC League,2024
2 - 3,11,Justin Jefferson,WR,The Hungry Dogs,282.2,18.81,317.48,18.68,17,92.03,A-,EBC League,2024
8 - 3,59,James Conner,RB,The Hungry Dogs,177.8,13.68,253.8,15.86,16,91.84,A-,EBC League,2024
5 - 5,37,Malik Nabers,WR,Riley  Read option,222.57,14.84,273.6,18.24,15,91.43,A-,EBC League,2024
1 - 5,5,Amon-Ra St. Brown,WR,Riley  Read option,283.98,18.93,316.18,18.6,17,91.26,A-,EBC League,2024
16 - 1,121,Jameson Williams,WR,First down syndrome ,161.76,10.78,212.2,14.15,15,91.1,A-,EBC League,2024
12 - 8,96,Courtland Sutton,WR,JanSteez,189.57,12.64,240.3,14.14,17,90.89,A-,EBC League,2024
9 - 3,67,Ladd McConkey,WR,Inter Miami CF,178.4,11.89,240.9,15.06,16,90.72,A-,EBC League,2024
4 - 5,29,Drake London,WR,Bryson Stott Fan Club,225.56,15.04,280.8,16.52,17,90.66,A-,EBC League,2024
12 - 6,94,Kyler Murray,QB,Inter Miami CF,264.09,17.61,297.24,17.48,17,90.48,A-,EBC League,2024
